Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - Cylib,https://www.crunchbase.com/funding_round/cylib-gmbh-series-a--bb1cdb6f,Cylib,https://www.crunchbase.com/organization/cylib-gmbh,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",55000000,EUR,59885912,2024-05-15,Early Stage Venture,,,,Yes,Cylib is a start-up for holistic battery recycling,"Battery, Chemical Engineering, CleanTech",,https://www.cylib.de/,$1M to $10M,66600000,EUR,71939011,Early Stage Venture,4,"Porsche Ventures, World Fund","10x Founders, Andrej Henkler, Bosch Ventures, DeepTech & Climate Fonds, Kai Hansen, Karim Tabet Jalbout, Leopold König, Maximilian Odendahl, NRW.BANK, Porsche Ventures, Speedinvest, Torge Thönnessen, Vsquared Ventures, World Fund",14,5,"27,495"
Series B - Protembis,https://www.crunchbase.com/funding_round/protembis-series-b--afacba94,Protembis,https://www.crunchbase.com/organization/protembis,Series B,"Aachen, Nordrhein-Westfalen, Germany, Europe",30000000,EUR,32497498,2024-03-26,Early Stage Venture,,,,Yes,Protembis is a medical device start-up company with its R&D base in the engineering and technology.,"Emergency Medicine, Health Care, Life Science, Medical Device, Personal Health",,http://www.protembis.com/,$1M to $10M,64130743,USD,64130743,Early Stage Venture,4,"Segulah Medical Acceleration, TechVision Fund, XGEN Venture","coparion, Segulah Medical Acceleration, TechVision Fund, XGEN Venture",4,,"18,860"
Series A - Black Semiconductor,https://www.crunchbase.com/funding_round/black-semiconductor-series-a--16791c47,Black Semiconductor,https://www.crunchbase.com/organization/black-semiconductor,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",25700000,EUR,27788741,2024-06-12,Early Stage Venture,,,,Yes,"Black Semiconductor uses graphene to create ultra-fast, energy-efficient chip networks by connecting thousands as chips to interact as one.","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Electronics, Manufacturing, Robotics, Semiconductor",,https://blacksemi.com,,254400000,EUR,275076095,Early Stage Venture,4,"Porsche Ventures, Project A Ventures","Cambium Capital Partners, Capnamic Ventures, NRW.BANK, Onsight Ventures, Porsche Ventures, Project A Ventures, Scania Growth Capital, TechVision Fund, Vsquared Ventures",9,2,"13,950"
Series B - bezahl.de,https://www.crunchbase.com/funding_round/bezahl-series-b--44269504,bezahl.de,https://www.crunchbase.com/organization/bezahl,Series B,"Cologne, Nordrhein-Westfalen, Germany, Europe",22000000,EUR,24062624,2024-03-20,Early Stage Venture,,,,Yes,NX Technologies provides digital and automated payment management and solutions.,"Financial Services, Mobile Payments, Payments",,https://www.bezahl.de,$10M to $50M,38000000,EUR,41384068,Early Stage Venture,3,PayPal Ventures,"Motive Ventures, PayPal Ventures, Seaya, Walter Ventures",4,3,"76,703"
Seed Round - DISCO Pharmaceuticals,https://www.crunchbase.com/funding_round/disco-pharmaceuticals-seed--1cf7bad5,DISCO Pharmaceuticals,https://www.crunchbase.com/organization/disco-pharmaceuticals,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",20000000,EUR,21757127,2024-01-16,Seed,,,,Yes,DISCO Pharmaceuticals is a firm that specializes in large-scale surfaceome unlocking of cancer cells.,"Manufacturing, Pharmaceutical, Therapeutics",,https://discopharma.de,,20000000,EUR,21757127,Seed,1,Sofinnova Partners,"AbbVie, M Ventures, Panakes Partners, Sofinnova Partners",4,3,"156,029"
Series B - FibreCoat,https://www.crunchbase.com/funding_round/fibrecoat-gmbh-series-b--3ac9ffdb,FibreCoat,https://www.crunchbase.com/organization/fibrecoat-gmbh,Series B,"Aachen, Nordrhein-Westfalen, Germany, Europe",20000000,EUR,21024525,2024-12-04,Early Stage Venture,,,,Yes,FibreCoat produces thermoplastic-coated fibres for composites and aluminium-coated fibres for shielding applications.,"Advanced Materials, Automotive, Industrial Engineering, Manufacturing, Military",,https://www.fibrecoat.de/,$1M to $10M,25360878,USD,25360878,Early Stage Venture,4,"GOOSE Capital, NewSpace Capital","212 NexT, Convergent Ventures, GOOSE Capital, NewSpace Capital, Otto Krahn New Business, Saint-Gobain NOVA, TiE Angels",7,3,"5,726"
Series A - retraced,https://www.crunchbase.com/funding_round/retraced-series-a--c001c9d4,retraced,https://www.crunchbase.com/organization/retraced,Series A,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",15000000,EUR,16530492,2024-09-10,Early Stage Venture,,,,Yes,Retraced provides a SaaS solution enabling tracing of fashion supply chains with Blockchain technology.,"Blockchain, Fashion, Retail Technology, SaaS, Supply Chain Management",,https://retraced.co,Less than $1M,22730000,EUR,24467910,Early Stage Venture,4,Partech,"Alante Capital, Alstin Capital, F-LOG Ventures, Partech, Samaipata",5,2,"9,980"
Seed Round - Greenlyte Carbon Technologies,https://www.crunchbase.com/funding_round/greenlyte-carbon-technologies-seed--3a8522a5,Greenlyte Carbon Technologies,https://www.crunchbase.com/organization/greenlyte-carbon-technologies,Seed,"Essen, Nordrhein-Westfalen, Germany, Europe",10500000,EUR,11444466,2024-03-06,Seed,,,,Yes,Greenlyte Carbon Technologies develops and markets an efficient low temperature DAC process that captures CO2 from the air.,"Carbon Capture, Chemical, Manufacturing",,https://www.greenlyte.tech/,,18500000,EUR,20105139,Seed,3,"Earlybird Venture Capital, Green Generation Fund","Carbon Removal Partners, Earlybird Venture Capital, Green Generation Fund, Partech, Udo Jung",5,4,"86,663"
Seed Round - Spot My Energy,https://www.crunchbase.com/funding_round/spot-my-energy-seed--dd88e0fe,Spot My Energy,https://www.crunchbase.com/organization/spot-my-energy,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",10500000,EUR,11030883,2024-12-11,Seed,,,,Yes,Spot My Energy increases the value of smart power by making energy flows transparent.,"Electronics, Manufacturing",,https://spotmyenergy.com,,14697630,USD,14697630,Seed,3,Norrsken VC,"Norrsken VC, Picus Capital, Vorwerk Ventures",3,3,"7,331"
Series A - Voltfang,https://www.crunchbase.com/funding_round/voltfang-series-a--4b7dc986,Voltfang,https://www.crunchbase.com/organization/voltfang,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",8000000,EUR,8784403,2024-10-04,Early Stage Venture,,,,Yes,Voltfang develops home storage solutions for private houses using recycled traction batteries.,"Battery, Energy Storage, Renewable Energy",,https://voltfang.de/,$10M to $50M,14050000,EUR,15458191,Early Stage Venture,7,FORWARD.one,"AENU, Aurum Impact, Daphni, FORWARD.one, Helen Ventures, Interzero, Maximilian Viessmann, PT1",8,4,"7,659"
