Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Enzai Technologies,https://www.crunchbase.com/funding_round/enzai-technologies-seed--404bc6e6,Enzai Technologies,https://www.crunchbase.com/organization/enzai-technologies,Seed,"Belfast, Belfast, United Kingdom, Europe",3200000,GBP,4022349,2023-09-05,Seed,,,,Yes,"Leading the way in AI governance for secure, responsible, and compliant AI deployment.","Artificial Intelligence (AI), Software",,https://enzai.tech,,3200000,GBP,4022349,Seed,1,NAP,"Jonatha Kewley, NAP, Paul Forster, Seedcamp, Techstart Ventures",5,,"8,420"
Pre Seed Round - vGreens,https://www.crunchbase.com/funding_round/vgreens-pre-seed--6272fb69,vGreens,https://www.crunchbase.com/organization/vgreens,Pre-Seed,"Essen, Nordrhein-Westfalen, Germany, Europe",2500000,EUR,2665956,2023-01-06,Seed,,,,Yes,vGreens is developing an AI-driven software to enhance the production processes of fruits within vertical farms.,"Agriculture, AgTech, Artificial Intelligence (AI), Farming",,https://v-greens.com,$1M to $10M,2500000,EUR,2665956,Seed,1,,"Business Angels Club Berlin-Brandenburg e.V., Carsten Puschmann, Friedrich Kalthoff, Matthias Helfrich, Maximilian Wermke, Oliver Weimann, SeedCapital Dortmund, TU capital GmbH & Co.KG",8,,"13,141"
Seed Round - Resistomap,https://www.crunchbase.com/funding_round/resistomap-seed--8a32f07b,Resistomap,https://www.crunchbase.com/organization/resistomap,Seed,"Helsinki, Southern Finland, Finland, Europe",2000000,EUR,2170907,2023-11-15,Seed,,,,Yes,Resistomap provides a data-driven laboratory service for monitoring antibiotic resistance from environmental samples.,"Biotechnology, Health Care, Medical",,https://www.resistomap.com,Less than $1M,2000000,EUR,2170907,Seed,2,Ananda Impact Ventures,"Ananda Impact Ventures, Gaingels",2,1,"20,384"
Seed Round - Labrys Technologies,https://www.crunchbase.com/funding_round/labrys-technologies-seed--19edb697,Labrys Technologies,https://www.crunchbase.com/organization/labrys-technologies,Seed,"London, England, United Kingdom, Europe",4300000,GBP,5460567,2023-12-22,Seed,,,,Yes,"SaaS, Mobile App, Payments; Global Network Management System","Artificial Intelligence (AI), Cryptocurrency, Information Technology, National Security, SaaS",,https://labrystechnologies.tech,$1M to $10M,4300000,GBP,5460567,Seed,1,Project A Ventures,"Expeditions Fund, Marque Ventures, MD ONE Ventures, Offset Venture, Project A Ventures",5,,"22,942"
Seed Round - Elevear,https://www.crunchbase.com/funding_round/elevear-seed--a369b933,Elevear,https://www.crunchbase.com/organization/elevear,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",,,,2023-07-24,Seed,,,,Yes,We develop breakthrough audio technologies for your hearables.,"Apps, Audio, Augmented Reality, Virtual Reality",,https://elevear-tech.com,,,,,Seed,1,TechVision Fund,TechVision Fund,1,,"24,768"
Seed Round - QuoIntelligence,https://www.crunchbase.com/funding_round/quointelligence-seed--3f45cecc,QuoIntelligence,https://www.crunchbase.com/organization/quointelligence,Seed,"Frankfurt, Hessen, Germany, Europe",5000000,EUR,5489101,2023-07-27,Seed,,,,Yes,"Our Finished Intelligence, tailor-made for your organization","Artificial Intelligence (AI), Cyber Security, Machine Learning, Risk Management, SaaS",,https://quointelligence.eu,$1M to $10M,5000000,EUR,5489101,Seed,1,eCAPITAL ENTREPRENEURIAL PARTNERS,"22 Capital, blueworld.group, eCAPITAL ENTREPRENEURIAL PARTNERS",3,1,"25,582"
Seed Round - Farmless,https://www.crunchbase.com/funding_round/farmless-seed--603078fe,Farmless,https://www.crunchbase.com/organization/farmless,Seed,"Amsterdam, Noord-Holland, The Netherlands, Europe",4800000,EUR,5181347,2023-12-05,Seed,,,,Yes,Planet friendly proteins made from renewable energy through fermentation.,"Biotechnology, Farming, Food and Beverage",,https://farmless.com,$1M to $10M,7000000,EUR,7550248,Seed,3,"Vorwerk Ventures, World Fund","Revent, Vorwerk Ventures, World Fund",3,3,"26,423"
Seed Round - METYCLE,https://www.crunchbase.com/funding_round/metycle-seed--00cd45d8,METYCLE,https://www.crunchbase.com/organization/metycle,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",4700000,EUR,5166874,2023-12-14,Seed,,,,Yes,METYCLE is building the B2B trading platform to accelerate international trade of secondary metals.,"B2B, Marketplace, Recycling",,http://www.metycle.com,,20300000,EUR,21491788,Early Stage Venture,3,Project A Ventures,"Anne-Marie Großmann, Christoph Cordes, DFF Ventures, Gisbert Ruehl, Market One Capital, Partech, Philipp Andernach, Project A Ventures",8,3,"29,869"
Seed Round - Bits Technology,https://www.crunchbase.com/funding_round/bits-technology-seed--3406f90e,Bits Technology,https://www.crunchbase.com/organization/bits-technology,Seed,"Stockholm, Stockholms Lan, Sweden, Europe",4000000,EUR,4412639,2023-04-27,Seed,,,,Yes,The Bits platform both orchestrates and automates the management of other fintechs’ infrastructure providers with a low-code experience.,"Financial Services, FinTech",,https://www.bits.bi/,,5000000,EUR,5413623,Seed,2,Unusual Ventures,"Alliance VC, Cherry Ventures, Fin Capital, Foreword Ventures, Unusual Ventures",5,4,"33,824"
Series B - talpasolutions,https://www.crunchbase.com/funding_round/talpasolutions-series-b--b6f43abf,talpasolutions,https://www.crunchbase.com/organization/talpasolutions,Series B,"Essen, Nordrhein-Westfalen, Germany, Europe",15000000,EUR,16258277,2023-03-28,Early Stage Venture,,,,Yes,talpasolutions offers a predictive analytics SaaS platform that delivers unparalleled added value for the heavy industries.,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, SaaS, Software",,http://www.talpasolutions.com,Less than $1M,21000000,EUR,23505744,Early Stage Venture,3,"Bosch Ventures, MIG Capital","Bosch Ventures, F-LOG Ventures, Gruenderfonds Ruhr, Hannover Digital Investments, HTGF | High-Tech Gruenderfonds, MIG Capital, NRW.BANK, Prospect Mining Studio, RAG-Stiftung",9,3,"35,933"
Series C - Medwing,https://www.crunchbase.com/funding_round/medwing-series-c--36c65712,Medwing,https://www.crunchbase.com/organization/medwing,Series C,"Berlin, Berlin, Germany, Europe",44000000,EUR,47197488,2023-03-14,Late Stage Venture,,,,Yes,Medwing is a healthcare start-up that provides opportunities to work in the healthcare sector.,"Health Care, Human Resources, Recruiting",,https://www.medwing.com,Less than $1M,72000000,EUR,77937499,Late Stage Venture,7,,"Atlantic Labs, Cathay Capital, Cherry Ventures, Northzone, Quadrille Capital, Salica, SVB Capital",7,1,"35,844"
Seed Round - Empion,https://www.crunchbase.com/funding_round/empion-seed--f10523f0,Empion,https://www.crunchbase.com/organization/empion,Seed,"Berlin, Berlin, Germany, Europe",6000000,EUR,6339814,2023-10-25,Seed,,,,Yes,"Empion is the first automated headhunting system matching candidates and companies based on values, skills, and personality traits.","Artificial Intelligence (AI), Human Resources",,https://empion.io,,8400000,EUR,8854641,Seed,2,NAP,"NAP, Redstone.VC",2,2,"38,759"
Seed Round - Filics,https://www.crunchbase.com/funding_round/filics-seed--27396ff7,Filics,https://www.crunchbase.com/organization/filics,Seed,"München, Bayern, Germany, Europe",,,,2023-08-01,Seed,,,,Yes,Filics offers transport solution for load carriers.,"Logistics, Supply Chain Management, Transportation",,https://www.filics.eu,,,,,Seed,5,Capnamic Ventures,Capnamic Ventures,1,,"43,676"
Series A - Dalma,https://www.crunchbase.com/funding_round/dalma-series-a--68e6e567,Dalma,https://www.crunchbase.com/organization/dalma,Series A,"Paris, Ile-de-France, France, Europe",3250000,USD,3250000,2023-01-25,Early Stage Venture,,,,Yes,Dalma is an insurance company that sells medical insurance services for pets.,"Health Insurance, Insurance, Pet",,https://www.dalma.co/,$1M to $10M,34782598,USD,34782598,Early Stage Venture,4,,"Anterra Capital, Project A Ventures",2,,"49,829"
Pre Seed Round - twig bio,https://www.crunchbase.com/funding_round/twig-bio-pre-seed--e9198d1e,twig bio,https://www.crunchbase.com/organization/twig-bio,Pre-Seed,"London, England, United Kingdom, Europe",3000000,GBP,3746563,2023-09-10,Seed,,,,Yes,twig bio operates as a bioengineering startup.,"Artificial Intelligence (AI), Biotechnology, Robotics",,https://twig.bio/,$1M to $10M,3000000,GBP,3746563,Seed,1,,"Gaingels, HackCapital, Project A Ventures, Seedcamp, UK Innovation & Science Seed Fund, Zero Carbon Capital",6,1,"49,962"
Seed Round - Kinnu,https://www.crunchbase.com/funding_round/kinnu-seed--1a6bf9b2,Kinnu,https://www.crunchbase.com/organization/kinnu,Seed,"London, England, United Kingdom, Europe",6500000,USD,6500000,2023-07-05,Seed,,,,Yes,Kinnu is a learning engine that allows to explore new concepts and master any field of study.,"Artificial Intelligence (AI), EdTech, Education, Information Services",,https://kinnu.xyz,,6500000,USD,6500000,Seed,1,LocalGlobe,"Exfi, Guy Podjarny, Jigsaw, LocalGlobe, NAP, Rene Rechtman, Spark Capital, Tom Hulme",8,2,"50,374"
Series A - Ariceum Therapeutics,https://www.crunchbase.com/funding_round/ariceum-therapeutics-series-a--93cbef98,Ariceum Therapeutics,https://www.crunchbase.com/organization/ariceum-therapeutics,Series A,"Berlin, Berlin, Germany, Europe",22750000,EUR,24968118,2023-04-18,Early Stage Venture,,,,Yes,"Ariceum Therapeutics focuses on diagnosis and precision treatment of neuroendocrine and certain other aggressive, hard-to-treat cancers.","Biotechnology, Health Care, Medical, Therapeutics",,https://ariceum-therapeutics.com/,$1M to $10M,47750000,EUR,51760502,Early Stage Venture,2,"Andera Partners, Earlybird Venture Capital","Andera Partners, Earlybird Venture Capital, Pureos Bioventures",3,3,"54,931"
Seed Round - Certif-ID International GmbH,https://www.crunchbase.com/funding_round/certif-id-international-gbr-seed--332b0320,Certif-ID International GmbH,https://www.crunchbase.com/organization/certif-id-international-gbr,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1600000,EUR,1747171,2023-04-06,Seed,,,,Yes,Certif-ID is a ‘Future of Work’ platform connecting education to technical skills employment.,"Blockchain, Education, Human Resources",,https://certif-id.com/,$1M to $10M,1600000,EUR,1747171,Seed,2,NRW.BANK,"Andreas Weinberger, Jörg Will, Malte Pollmann, Michael Bernhoerster, NRW.BANK",5,,"56,913"
