Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - vGreens,https://www.crunchbase.com/funding_round/vgreens-pre-seed--6272fb69,vGreens,https://www.crunchbase.com/organization/vgreens,Pre-Seed,"Essen, Nordrhein-Westfalen, Germany, Europe",2500000,EUR,2665956,2023-01-06,Seed,,,,Yes,vGreens is developing an AI-driven software to enhance the production processes of fruits within vertical farms.,"Agriculture, AgTech, Artificial Intelligence (AI), Farming",,https://v-greens.com,$1M to $10M,2500000,EUR,2665956,Seed,1,,"Business Angels Club Berlin-Brandenburg e.V., Carsten Puschmann, Friedrich Kalthoff, Matthias Helfrich, Maximilian Wermke, Oliver Weimann, SeedCapital Dortmund, TU capital GmbH & Co.KG",8,,"13,258"
Seed Round - Elevear,https://www.crunchbase.com/funding_round/elevear-seed--a369b933,Elevear,https://www.crunchbase.com/organization/elevear,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",,,,2023-07-24,Seed,,,,Yes,We develop breakthrough audio technologies for your hearables.,"Apps, Audio, Augmented Reality, Virtual Reality",,https://elevear-tech.com,,,,,Seed,1,TechVision Fund,TechVision Fund,1,,"24,786"
Seed Round - QuoIntelligence,https://www.crunchbase.com/funding_round/quointelligence-seed--3f45cecc,QuoIntelligence,https://www.crunchbase.com/organization/quointelligence,Seed,"Frankfurt, Hessen, Germany, Europe",5000000,EUR,5489101,2023-07-27,Seed,,,,Yes,"Our Finished Intelligence, tailor-made for your organization","Artificial Intelligence (AI), Cyber Security, Machine Learning, Risk Management, SaaS",,https://quointelligence.eu,$1M to $10M,5000000,EUR,5489101,Seed,1,eCAPITAL ENTREPRENEURIAL PARTNERS,"22 Capital, blueworld.group, eCAPITAL ENTREPRENEURIAL PARTNERS",3,1,"25,497"
Series B - talpasolutions,https://www.crunchbase.com/funding_round/talpasolutions-series-b--b6f43abf,talpasolutions,https://www.crunchbase.com/organization/talpasolutions,Series B,"Essen, Nordrhein-Westfalen, Germany, Europe",15000000,EUR,16258277,2023-03-28,Early Stage Venture,,,,Yes,talpasolutions offers a predictive analytics SaaS platform that delivers unparalleled added value for the heavy industries.,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, SaaS, Software",,http://www.talpasolutions.com,Less than $1M,21000000,EUR,23505744,Early Stage Venture,3,"Bosch Ventures, MIG Capital","Bosch Ventures, F-LOG Ventures, Gruenderfonds Ruhr, Hannover Digital Investments, HTGF | High-Tech Gruenderfonds, MIG Capital, NRW.BANK, Prospect Mining Studio, RAG-Stiftung",9,3,"35,829"
Seed Round - Filics,https://www.crunchbase.com/funding_round/filics-seed--27396ff7,Filics,https://www.crunchbase.com/organization/filics,Seed,"München, Bayern, Germany, Europe",,,,2023-08-01,Seed,,,,Yes,Filics offers transport solution for load carriers.,"Logistics, Supply Chain Management, Transportation",,https://www.filics.eu,,,,,Seed,5,Capnamic Ventures,Capnamic Ventures,1,,"43,577"
Venture Round - ZAGENO,https://www.crunchbase.com/funding_round/zageno-series-unknown--563576f5,ZAGENO,https://www.crunchbase.com/organization/zageno,Venture - Series Unknown,"Cambridge, Massachusetts, United States, North America",33000000,USD,33000000,2023-05-25,,,,,Yes,ZAGENO is an enterprise marketplace solution that connects e-commerce to life science.,"Biotechnology, E-Commerce, Internet, Marketplace, Retail",,https://zageno.com,$1M to $10M,121000000,USD,121000000,,5,"General Catalyst, Grazia Equity, OakRidge Management Group","Capnamic Ventures, General Catalyst, Grazia Equity, HighSage Ventures, OakRidge Management Group",5,3,"55,364"
Seed Round - hbox,https://www.crunchbase.com/funding_round/hbox-seed--de5e99f7,hbox,https://www.crunchbase.com/organization/hbox,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",2300000,EUR,2439242,2023-02-22,Seed,,,,Yes,HBOX Therapies develops therapies based on the principle of minimally invasive targeted hyperoxygenation.,Health Care,,https://www.hbox-therapies.com,$1M to $10M,2300000,EUR,2439242,Seed,1,TechVision Fund,"Dr. Peter Borges, HTGF | High-Tech Gruenderfonds, TechVision Fund",3,2,"52,933"
Seed Round - Startup Insider,https://www.crunchbase.com/funding_round/startup-insider-13df-seed--cef0ef9b,Startup Insider,https://www.crunchbase.com/organization/startup-insider-13df,Seed,"Berlin, Berlin, Germany, Europe",,,,2023-01-31,Seed,,,,Yes,Startup Insider is a provider of information services to startup firms.,Media and Entertainment,,http://www.startupinsider.de,,,,,Seed,1,,"Atlantic Labs, BitStone Capital, Capnamic Ventures, Decisive, Earlybird Venture Capital, German Media Pool, NAP, Olaf Koch, Philipp Westermeyer, seed + speed Ventures, Udo Schloemer",11,,"70,251"
Seed Round - SureIn,https://www.crunchbase.com/funding_round/surein-seed--a5b311a1,SureIn,https://www.crunchbase.com/organization/surein,Seed,"Berlin, Berlin, Germany, Europe",4000000,EUR,4361812,2023-08-15,Seed,,,,Yes,SureIn is a developer of an insurance management application designed to make business insurance efficient.,"Information Technology, InsurTech, Software",,https://www.surein.de,$1M to $10M,4000000,EUR,4361812,Seed,2,PactVC,"Atlantic Labs, neoteq ventures, PactVC, Robin Haak, Sequoia Arc, Vincenz Klemm, Warrick Shanly, xdeck",8,2,"169,260"
Convertible Note - Liefergrün,https://www.crunchbase.com/funding_round/liefergrün-convertible-note--2e4dc1c0,Liefergrün,https://www.crunchbase.com/organization/liefergrün,Convertible Note,"Berlin, Berlin, Germany, Europe",7000000,EUR,7511939,2023-05-27,,,,,No,Liefergrün is a technology platform striving for the most convenient and sustainable delivery experience in e-commerce.,"E-Commerce, Logistics",,https://www.sendit.green/,,22000000,EUR,22864682,,5,,eCAPITAL ENTREPRENEURIAL PARTNERS,1,,"93,562"
